Gene_Name,Imprinting_Category
Gm40617,P
Gm40650,P
Gm40722,P
Gm40733,P
Gm41062,P
Gm41096,P
Gm41177,P
Gm41230,P
Gm41235,P
Gm4123,P
Gm41410,M&P
Gm41609,P
Gm41640,P
Gm41754,P
Gm41857,P
Gm42020,M&P
Gm42064,P
Gm42067,P
Gm42107,P
Gm42151,P
Gm4221,M&P
Gm42274,M
Gm42303,P
Gm42329,P
Gm4265,P
Gm42788,P
Gm43403,P
Gm4349,M&P
Gm4371,M&P
Gm43868,P
Gm43915,P
Gm4419,M
Gm44851,P
Gm4489,P
Gm4532,M&P
Gm4544,P
Gm45521,P
Gm45623,P
Gm45871,P
Gm45914,P
Gm45915,P
Gm45916,P
Gm45924,P
Gm45952,P
Gm45972,P
Gm4598,P
Gm46065,P
Gm46100,P
Gm46120,P
Gm46270,P
Gm46567,P
Gm46637,P
Gm46666,P
Gm46732,P
Gm4675,P
Gm46764,P
Gm46840,P
Gm46841,P
Gm46947,P
Gm47112,P
Gm4750,P
Gm4759,P
Gm47754,P
Gm4779,P
Gm4787,P
Gm4788,P
Gm4793,P
Gm4814,P
Gm4841,P
Gm4869,P
Gm4876,M&P
Gm48908,P
Gm4890,P
Gm4925,P
Gm4926,P
Gm4951,P
Gm4952,P
Gm4961,P
Gm4988,P
Gm49890,P
Gm50340,P
Gm50341,P
Gm5069,P
Gm5079,P
Gm5083,P
Gm5084,P
Gm5086,M&P
Gm5087,M&P
Gm5105,P
Gm5106,P
Gm5115,P
Gm5124,P
Gm5126,P
Gm51273,P
Gm51279,M&P
Gm5127,P
Gm51294,P
Gm5129,P
Gm5134,P
Gm5136,M&P
Gm5141,M&P
Gm51425,P
Gm5144,P
Gm5148,M&P
Gm51627,P
Gm5174,M&P
Gm5176,P
Gm5177,P
Gm51803,M&P
Gm52329,P
Gm52456,P
Gm52520,P
Gm52562,P
Gm52688,M&P
Gm52877,M&P
Gm52885,P
Gm52907,P
Gm53055,P
Gm53058,P
Gm53059,P
Gm53063,P
Gm53065,P
Gm536,P
Gm5424,M&P
Gm5431,P
Gm5464,P
Gm5481,P
Gm5523,P
Gm5535,P
Gm5617,P
Gm5640,P
Gm5643,P
Gm5724,P
Gm572,P
Gm5737,P
Gm5741,P
Gm5784,M&P
Gm5796,P
Gm5801,M&P
Gm5820,P
Gm5860,P
Gm5878,P
Gm5897,P
Gm5901,P
Gm5936,P
Gm5,P
Gm6034,M&P
Gm609,P
Gm6117,P
Gm6194,P
Gm6213,P
Gm6225,P
Gm6260,P
Gm6277,M&P
Gm6297,P
Gm6306,P
Gm6345,M&P
Gm6402,P
Gm6498,P
Gm6521,P
Gm6551,P
Gm6559,P
Gm6566,P
Gm6568,P
Gm6569,P
Gm6583,P
Gm6623,P
Gm6639,P
Gm6642,P
Gm6644,P
Gm6654,P
Gm6710,M
Gm6713,M&P
Gm6721,M&P
Gm6729,P
Gm6787,P
Gm6815,P
Gm6936,P
Gm6938,P
Gm6961,P
Gm6981,P
Gm7008,P
Gm7056,P
Gm7102,P
Gm715,P
Gm7160,P
Gm7233,P
Gm7347,P
Gm7361,P
Gm7367,M
Gm7429,P
Gm7467,P
Gm7628,P
Gm765,P
Gm7694,M
Gm7819,M
Gm7854,M&P
Gm7889,M
Gm7931,P
Gm7932,P
Gm7967,P
Gm7972,P
Gm8013,P
Gm805,M&P
Gm807,P
Gm8126,P
Gm8234,P
Gm8251,P
Gm826,P
Gm8273,P
Gm8369,P
Gm8417,P
Gm8615,M
Gm8624,P
Gm867,P
Gm8801,M&P
Gm8817,P
Gm8979,P
Gm9054,P
Gm9057,M&P
Gm9222,M
Gm9530,P
Gm9595,M&P
Gm960,M
Gm9748,P
Gm9767,P
Gm9831,P
Gm9833,P
Gm9866,M
Gm9884,P
Gm9895,P
Gm9917,M&P
Gm9920,P
Gm9922,P
Gm9926,P
Gm9936,P
Gm9946,P
Gm9958,P
Gm9962,P
Gm9968,P
Gmfg,P
Gmnc,P
Gmnn,P
Gmps,P
Gna14,M
Gna15,P
Gnai2,M
Gnao1,M
Gnasas1,P
Gnat1,P
Gnat2,P
Gnb3,P
Gng10,P
Gng13,P
Gng5-ps,P
Gng5,P
Gng8,M&P
Gngt2,P
Gnl3l,P
Gnmt,M&P
Gnpda1,M
Gnptg,M
Gnrh1,P
Got1l1,P
Got2,M
Gp1ba,P
Gp5,P
Gp9,P
Gpa33,P
Gpank1,M
Gpat2,P
Gpc2,P
Gpc3,P
Gpc4,P
Gpihbp1,P
Gpkow,P
Gpm6b,P
Gpr101,P
Gpr132,P
Gpr139,P
Gpr142,M&P
Gpr143,P
Gpr149,P
Gpr150,M
Gpr151,P
Gpr152,P
Gpr156,P
Gpr157,P
Gpr160,P
Gpr165,P
Gpr173,P
Gpr176,P
Gpr179,P
Gpr180,M&P
Gpr182,P
Gpr183,P
Gpr1,P
Gpr20,P
Gpr31b,P
Gpr34,M&P
Gpr35,P
Gpr37l1,M
Gpr39,P
Gpr4,M&P
Gpr50,P
Gpr55,P
Gpr62,M
Gpr65,P
Gpr6,P
Gpr82,P
Gpr84,P
Gpr88,P
Gprasp1,P
Gprasp2,P
Gprc5a,P
Gprc5d,P
Gprin2,P
Gpsm3,P
Gpx2-ps1,P
Gpx7,P
Gramd2,M
Grap2,P
Grap,M
Grb10,M
Grb7,P
Greb1,P
Grem1,P
Grem2,M
Grhl2,P
Grhl3,P
Gria3,P
Grid1,P
Grid2ip,P
Grifin,P
Grin1os,P
Grin2d,P
Grin3b,P
Gripap1,P
Grk1,P
Grk4,P
Grm2,M
Grm8,P
Grpr,P
Grrp1,P
Grtp1,P
Grwd1,P
Grxcr2,M&P
Gsc,P
Gsdmd,P
Gsg1,P
Gsk3a,M&P
Gskip,P
Gspt2,M
Gsr,M
Gss,M
Gsta3,P
Gstcd,M
Gstm2,P
Gstm3,M&P
Gsto2,M&P
Gstp2,M
Gstt1,M
Gstt3,P
Gsx1,P
Gsx2,P
Gtf2a1l,P
Gtf2b,P
Gtf2e2,M
Gtf2h2,M
Gtf2h5,M
Gtpbp1,M
Gtpbp4,M
Gtse1,P
Gtsf1l,P
Guca1b,P
Gucy1b2,P
Gucy2c,P
Gucy2e,M&P
Gucy2f,P
Gxylt2,P
Gyg,M
Gypa,P
Gypc,P
Gys2,P
Gzmk,P
H13,M
H19,P
H1f6,P
H2-Aa,M&P
H2-Ab1,M&P
H2-Bl,P
H2-DMb1,M
H2-DMb2,M&P
H2-Ea,P
H2-Eb1,M&P
H2-Eb2,P
H2-K2,P
H2-M3,M
H2-M5,P
H2-Oa,P
H2-Ob,M&P
H2-Q10,P
H2-Q1,P
H2-Q2,P
H2-Q4,M&P
H2-T-ps,P
H2-T10,P
H2-T22,P
H2-T23,M&P
H2-T24,M&P
H2ac10,P
H2ac11,P
H2ac12,P
H2ac13,P
H2ac15,P
H2ac20,M
H2ac22,P
H2ac4,M&P
H2ac6,M&P
H2ac7,P
H2ac8,M
H2af-ps2,P
H2bc13,P
H2bc14,P
H2bc15,M
H2bc22,P
H2bc9,M&P
H2bu1-ps,M
H3c10,P
H3c11,M
H3c2,M&P
H3c3,P
H3c6,P
H3c7,P
H3c8,M&P
H3f3c,P
H3f4,P
H4c11,P
H4c17,P
H4c1,P
H4c6,P
H60b,P
Haao,P
Hacd4,P
Hagh,M
Haglr,P
Hal,P
Hao1,P
Hapln3,P
Has1,P
Has2,P
Has2os,P
Haspin,P
Hat1,M
Haus1,M
Haus3,P
Haus5,M&P
Haus6,P
Haus7,P
Hbq1b,M&P
Hc,M&P
Hcar1,P
Hcar2,P
Hcfc1,P
Hck,P
Hcn1,M
Hcn4,P
Hcrtr1,P
Hcrtr2,M
Hcst,P
Hdac6,P
Hdac8,P
Hdhd3,P
Hdx,P
Heatr4,P
Hectd2os,P
Hells,P
Hemk1,M
Henmt1,P
Hepacam2,P
Heph,P
Herc6,P
Herpud1,M&P
Hes7,P
Hfm1,M&P
Hgd,P
Hgfac,P
Hhat,P
Hhex,P
Hhipl1,M
Hhla1,P
Hic1,P
Hif3a,M&P
Hipk4,P
Hjurp,M
Hjv,P
Hk1os,P
Hk3,P
Hlx,P
Hmbs,M
Hmcn1,M
Hmcn2,P
Hmga1,M
Hmga1b,M
Hmga2-ps1,P
Hmgb3,P
Hmgb4,P
Hmgb4os,P
Hmgcl,P
Hmgn3,M
Hmgn5,P
Hmmr,P
Hnf1a,P
Hnf1b,P
Hnf4g,P
Hnrnpa1l2-ps2,P
Hnrnph2,P
Hoatz,P
Hoga1,P
Hook2,M
Hormad2,P
Hoxa1,P
Hp1bp3,P
Hpcal1,M
Hpgd,P
Hpgds,P
Hpn,P
Hprt,P
Hps3,M
Hpse2,M&P
Hpse,P
Hpx,P
Hr,P
Hrc,P
Hrct1,P
Hrob,P
Hs3st3a1,M&P
Hs3st3b1,P
Hs3st5,M&P
Hs3st6,P
Hs6st2,P
Hsbp1l1,P
Hscb,P
Hsd17b10,P
Hsd17b14,P
Hsd17b1,P
Hsd17b2,P
Hsd17b7,M
Hsdl2,P
Hsf2bp,P
Hsf3,P
Hsf5,P
Hsp90ab1,M
Hspa13,M
Hspa1b,M
Hspa1l,P
Hspb11,M&P
Hspb2,P
Hspb3,P
Hspb7,P
Htatsf1,P
Htr1b,M
Htr1d,M&P
Htr2b,P
Htr2c,P
Htr3a,M
Htr3b,P
Htra3,P
Htra4,P
Hus1b,P
Huwe1,P
Hvcn1,P
Hyal1,M
Hyal2,M
Hyal3,M
Hydin,P
Hymai,M&P
Hyou1,P
I830077J02Rik,P
I920046F24Rik,P
Iah1,M
Iars2,P
Ibsp,P
Icam1,P
Icam2,P
Icam4,P
Icos,P
Id1,P
Id2,M
Idh3g,P
Idi1-ps1,M&P
Idi1,M&P
Ido1,P
Ido2,P
Ids,P
Ier2,M
Ier3,M
Iffo2,P
Ifi202b,P
Ifi203,M&P
Ifi204,P
Ifi207,P
Ifi208,P
Ifi209,P
Ifi27l2a,P
Ifi35,P
Ifi44,P
Ifi47,P
Ifih1,M&P
Ifit1,M&P
Ifit1bl1,P
Ifit1bl2,P
Ifit2,M
Ifit3,M&P
Ifit3b,M&P
Ifitm1,P
Ifitm6,P
Ifitm7,P
Ifnlr1,P
Ifrd2,M
Ift140,M
Ift52,M
Ift81,M
Igbp1,P
Igbp1b,M&P
Igf2bp1,P
Igf2bp2,P
Igf2bp3,P
Igf2os,P
Igfbp6,P
Igfbpl1,P
Igfn1,P
Igll1,M&P
Igsf1,P
Igsf21,M&P
Igsf5,M&P
Igsf6,P
Igsf8,M
Igsf9,M&P
Igtp,M&P
Ihh,P
Iho1,P
Iigp1,P
Ikbip,M
Ikbke,P
Ikbkg,P
Ikzf1,M&P
Ikzf3,P
Il10ra,P
Il11,P
Il11ra1,M
Il12a,P
Il12rb1,P
Il12rb2,M&P
Il13ra1,P
Il13ra2,P
Il15,M&P
Il17b,P
Il17f,P
Il17rb,P
Il17re,P
Il18,P
Il18r1,P
Il18rap,P
Il1a,M&P
Il1b,P
Il1bos,P
Il1r2,P
Il1rapl1,P
Il1rapl2,P
Il1rl1,P
Il1rl2,P
Il20ra,P
Il20rb,M&P
Il21,P
Il21r,P
Il22ra1,P
Il23a,P
Il25,P
Il27ra,M&P
Il2ra,P
Il2rb,P
Il2rg,M&P
Il31ra,P
Il3ra,M&P
Il5,M&P
Il5ra,P
Il6,P
Il7,P
Il7r,P
Ildr1,P
Imp4,M
Impg2,P
Inafm1,P
Inava,P
Inhbe,P
Inip,P
Inka1,M&P
Inmt,M&P
Inpp4b,M
Ins2,P
Insig2,M
Insl3,P
Insl5,M&P
Insl6,P
Insm2,P
Insrr,P
Insyn2b,M&P
Ints11,M
Ints6l,P
Ip6k3,P
Ipo9,M
Iqank1,P
Iqca1l,P
Iqca,M&P
Iqcd,P
Iqcf3,P
Iqcf5,P
Iqch,P
Iqck,P
Iqcm,P
Iqcn,P
Iqgap2,M
Iqgap3,P
Iqsec2,P
Iqub,P
Irak1,P
Irak1bp1,M
Irak3,P
Irak4,P
Irf4,P
Irf6,P
Irf7,P
Irgc1,P
Irgm2,P
Irs3,P
Irs4,P
Irx1,P
Irx2,P
Irx3,P
Irx5,P
Irx6,P
Isg15,P
Isg20,P
Isl1,P
Ism2,P
Ist1,P
Isx,P
Itch,M
Itga10,M&P
Itga11,P
Itga2,M&P
Itga2b,P
Itga5,P
Itga6,M
Itga8,M
Itgad,P
Itgae,P
Itgal,P
Itgam,P
Itgax,P
Itgb1bp1,M
Itgb1bp2,M&P
Itgb3,P
Itgb6,P
Itgb7,P
Itih2,P
Itih4,P
Itk,P
Itm2a,P
Itprid1,M&P
Itprid2,M
Itprip,M&P
Itpripl2,M
Ivns1abp,M
Iyd,P
Jade3,P
Jag2,P
Jaml,P
Jchain,P
Jhy,P
Jph2,P
Jpt1,M
Jpt2,M
Jpx,P
Jsrp1,P
Jtb,M
Junb,M
Kank4,P
Kank4os,M&P
Kantr,P
Kash5,P
Kat14,P
Katnal2,P
Katnb1,M&P
Kazald1,M&P
Kbtbd12,P
Kbtbd13,P
Kbtbd6,P
Kbtbd8,M
Kcna5,P
Kcnc4,M
Kcnd1,P
Kcne1l,P
Kcne2,P
Kcne3,P
Kcne4,P
Kcnh4,P
Kcnh6,P
Kcnh8,P
Kcnip1,M
Kcnj10,M
Kcnj13,P
Kcnj14,M&P
Kcnj15,M&P
Kcnj16,M
Kcnj2,M
Kcnj5,P
Kcnj9,M
Kcnk5,P
Kcnk6,P
Kcnk7,P
Kcnk9,P
Kcnmb1,M&P
Kcnmb4os1,P
Kcnn4,P
Kcnq1,P
Kcnq1ot1,M
Kcnrg,P
Kcns3,M
Kcnu1,P
Kcnv2,P
Kcp,P
Kctd11,P
Kctd12b,P
Kctd14,P
Kctd15,M
Kctd5,M
Kctd6,P
Kdelr1,P
Kdelr3,P
Kdf1,P
Kdm1a,M&P
Kdm4c,P
Kdm4d,P
Kdm5b,M
Kdm5c,P
Kdm6a,P
Kel,P
Kera,P
Khdc3,P
Kidins220,M
Kif11,P
Kif14,P
Kif15,P
Kif16b,M
Kif16bos,P
Kif18a,P
Kif18b,P
Kif20a,P
Kif20b,M&P
Kif22,P
Kif23,M&P
Kif24,M&P
Kif26a,P
Kif2c,P
Kif4,P
Kif7,M&P
Kif9,P
Kifc1,M&P
Kifc3,P
Kifc5b,M&P
Kir3dl2,P
Kiz,P
Klb,P
Klc1,P
Klc3,M&P
Klf14,P
Klf1,P
Klf4,P
Klf8,P
Klhdc2,M
Klhdc7a,P
Klhdc7b,P
Klhdc9,M
Klhl10,P
Klhl12,M
Klhl13,P
Klhl14,M&P
Klhl15,P
Klhl1,P
Klhl30,P
Klhl31,P
Klhl33,P
Klhl34,P
Klhl35,P
Klhl38,P
Klhl41,P
Klhl4,P
Klhl6,P
Klhl7,M
Klhl9,P
Klk10,P
Klk1b3,P
Klk1b5,P
Klk6,P
Klk7,P
Klk9,P
Klkb1,P
Klra2,P
Klrb1,P
Klrb1c,P
Klrd1,P
Klrg1,P
Klrg2,M
Klri1,P
Kmo,P
Kmt2e,M
Kncn,P
Knl1,P
Knstrn,P
Kntc1,M&P
Kremen2,M&P
Krt10,P
Krt12,M&P
Krt15,P
Krt17,P
Krt18,P
Krt19,P
Krt1,P
Krt23,P
Krt28,P
Krt2,P
Krt5,M&P
Krt79,P
Krt7,P
Krt80,P
Krt87,P
Krt8,P
Krt90,P
Krtcap3,P
Ky,M
Kyat3,M
Kynu,P
L1cam,P
L3hypdh,M
L3mbtl4,P
LOC102637792,P
LOC105244649,P
LOC108167736,P
LOC108169029,P
LOC114841036,P
LOC115486438,P
LOC115487084,P
LOC115487230,P
LOC115489488,M&P
LOC115490137,P
LOC117997403,P
LOC665004,P
LOC668415,P
LTO1,M
Lad1,P
Lag3,P
Lage3,P
Lama1,P
Lama3,P
Lamb3,M&P
Lamc2,M&P
Lamp2,P
Lamp3,P
Lancl2,P
Lao1,P
Laptm4b,P
Large2,P
Larp4b,M
Las1l,P
Lat2,P
Lat,P
Lax1,P
Layn,P
Lbhd2,P
Lbx2,P
Lca5,M
Lca5l,M
Lck,P
Lcn2,P
Lcp2,M
Lctl,P
Ldb3,M&P
Ldc1,P
Ldhal6b,P
Ldhb,P
Ldlrad2,P
Ldlrap1,P
Ldoc1,P
Leap2,P
Lefty1,P
Lefty2,P
Lemd1,M&P
Lepr,P
Leprotl1,M
Lexm,P
Lgals12,P
Lgals1,P
Lgals2,P
Lgals3,M&P
Lgals4,P
Lgals7,P
Lgals9,P
Lgi3,M
Lgr5,P
Lgr6,P
Lhcgr,P
Lhfpl1,M&P
Lhfpl3,M
Lhfpl5,P
Lhx1,P
Lhx3,P
Lhx5,P
Lhx8,P
Lif,P
Lilra5,P
Lilrb4a,P
Lin28b,M&P
Lincred1,P
Lingo4,P
Lipa,M
Lipc,P
Liph,P
Lipi,P
Lipm,P
Lipo2,M&P
Lipo4,P
Llgl2,M&P
Lmbrd2,M
Lmcd1,P
Lmntd1,P
Lmntd2,P
Lmo3,M
Lmod1,P
Lmx1a,P
Lmx1b,P
Lncbate10,P
Lncenc1,P
Lncppara,M
Lnp1,M&P
Lockd,P
Lonrf1,M
Lonrf3,P
Lox,P
Loxhd1,P
Loxl2,P
Loxl4,P
Lpar1,P
Lpar2,P
Lpar3,P
Lpar4,P
Lpar5,P
Lpcat2,M
Lpcat2b,M&P
Lpin1,M
Lpin3,P
Lpo,P
Lpxn,M&P
Lrat,P
Lrch2,P
Lrg1,P
Lrguk,P
Lrig1,M
Lrit3,P
Lrmda,P
Lrmp,P
Lrp10,M
Lrp2,P
Lrp2bp,P
Lrp6,M
Lrp8os2,P
Lrp8os3,P
Lrr1,P
Lrrc10,P
Lrrc14b,P
Lrrc15,P
Lrrc17,P
Lrrc18,M&P
Lrrc23,M
Lrrc24,M
Lrrc25,P
Lrrc26,P
Lrrc27,M
Lrrc2,M&P
Lrrc31,P
Lrrc32,P
Lrrc34,P
Lrrc38,P
Lrrc39,P
Lrrc3b,P
Lrrc43,P
Lrrc46,P
Lrrc52,P
Lrrc56,P
Lrrc66,P
Lrrc69,P
Lrrc70,P
Lrrc71,M&P
Lrrc73,M
Lrrc74b,P
Lrrc8e,P
Lrrc9,P
Lrrd1,P
Lrrfip1,M
Lrriq3,P
Lrrn4,P
Lrrn4cl,P
Lsm1,P
Lsm5,P
Lsm8,P
Lsmem1,P
Lsmem2,P
Lsr,P
Lta4h,M
Lta,P
Ltb4r1,P
Ltb4r2,P
Ltb,P
Ltbp1,M
Ltbp2,P
Ltf,P
Ltk,M
Luc7l,M
Lurap1l,P
Lvrn,P
Ly6a,P
Ly6c2,P
Ly6e,M&P
Ly6g6d,P
Ly6g6e,P
Ly75,M&P
Ly86,P
Ly96,P
Ly9,P
Lyg2,P
Lyl1,M&P
Lynx1,M
Lypd2,P
Lypd3,P
Lypd8,P
Lypla2,M
Lyve1,P
Lyz1,M&P
Lyzl4,P
M1ap,P
Maats1,P
Mab21l1,P
Mab21l2,P
Mab21l3,P
Mab21l4,P
Macc1,P
Mad2l2,M
Madcam1,P
Mael,P
Mafa,P
Maff,P
Mageb16-ps1,P
Mageb3,P
Maged1,P
Maged2,P
Magee1,P
Magel2,M&P
Magi1,M
Magix,P
Magoh,P
Magohb,M
Magt1,P
Majin,P
Mak,P
Mall,P
Malrd1,P
Malsu1,P
Mamdc2,M
Mamdc4,P
Mamld1,P
Mamstr,P
Man2b1,M
Man2c1os,P
Manf,M
Mansc1,P
Mansc4,P
Maoa,P
Maob,P
Map1lc3a,M&P
Map2k3os,P
Map3k15,P
Map3k6,P
Map3k7,M
Map3k7cl,P
Map3k8,P
Map4k1,P
Map7d2,P
Map7d3,P
Mapk12,M&P
Mapk13,P
Mapk15,M&P
Mapk7,P
Mapk8ip3,M
Mapkapk3,M&P
Marchf10,P
Marveld2,M&P
Marveld3,P
Masp2,P
Mast1,M
Mastl,P
Matn1,P
Maz,P
Mb,P
Mbnl3,P
Mboat1,P
Mboat2,M
Mboat4,P
Mbtps1,M&P
Mbtps2,P
Mc1r,P
Mc3r,P
Mc4r,M
Mc5r,P
Mcam,P
Mccc1os,M&P
Mcee,M
Mcf2,P
Mcfd2,M
Mcidas,P
Mcm10,P
Mcm3,P
Mcm5,P
Mcm6,M
Mcm8,P
Mcoln1,P
Mcoln3,P
Mctp2,P
Mcts1,P
Mcts2,M
Mdfi,P
Mdh1b,M&P
Mdrl,P
Me2,M
Mea1,M
Mecom,P
Mecp2,P
Med12,P
Med14,P
Med20,M
Med21,P
Med23,M
Med8,M
Med9os,M&P
Meg3,M&P
Megf9,P
Mei1,P
Mei4,M&P
Meig1,P
Meioc,P
Meis1,P
Meis3,M
Melk,P
Meltf,P
Memo1,P
Meox1,P
Meox2,P
Mep1a,P
Mesp1,P
Mesp2,M&P
Mest,M
Met,P
Metap1d,M
Metap2,M
Mettl11b,P
Mettl21c,P
Mettl21e,P
Mettl24,P
Mettl7a2,P
Mettl7a3,P
Mettl8,M
Mex3c,M
Mexis,P
Mfap2,P
Mfap4,M&P
Mfap5,P
Mfhas1,M
Mfn2,M
Mfng,M&P
Mfsd13b,P
Mfsd2b,P
Mfsd4b1,P
Mfsd4b2,P
Mfsd4b3-ps,P
Mfsd4b5,P
Mfsd6l,P
Mfsd7a,M&P
Mgam,P
Mgat4e,P
Mgl2,P
Mgme1,P
Mgmt,M&P
Mgp,M
Mgst2,P
Mhrt,P
Micall2,M
Micos13,P
Micu3,M
Mid1ip1,P
Mid2,P
Mief1,M
Mien1,P
Mif,P
Miip,M
Mill2,P
Milr1,P
Mios,P
Mir100hg,M
Mir1190,P
Mir1191b,P
Mir1197,M&P
Mir12184,P
Mir124a-2,M&P
Mir16-1,P
Mir17hg,P
Mir1929,P
Mir1932,P
Mir1934,P
Mir1942,P
Mir1947,P
Mir1964,M&P
Mir24-2,P
Mir301,P
Mir3058,P
Mir3060,P
Mir3061,P
Mir3066,P
Mir3080,P
Mir3085,P
Mir3089,P
Mir338,M&P
Mir344i,P
Mir3473e,P
Mir374b,P
Mir3967,P
Mir453,M&P
Mir466q,P
Mir5103,P
Mir5112,P
Mir5119,P
Mir5623,P
Mir6236,P
Mir6336,P
Mir6371,P
Mir6374,P
Mir6403,P
Mir6417,P
Mir6538,P
Mir6541,P
Mir654,M&P
Mir669i,P
Mir669k,P
Mir673,P
Mir677,P
Mir681,P
Mir684-1,M
Mir6904,M
Mir6907,P
Mir690,P
Mir6913,P
Mir6975,P
Mir697,P
Mir7013,P
Mir7042,P
Mir7061,P
Mir709,M&P
Mir7212,P
Mir721,P
Mir7237,P
Mir764,P
Mir7682,P
Mir7b,P
Mir8095,P
Mir8109,P
Mir876,P
Mir882,P
Mirg,M&P
Mirt1,P
Mis18bp1,P
Misp3,P
Misp,P
Mki67,P
Mkks,M
Mkrn3,P
Mks1,M
Mlf1,P
Mlh1,P
Mllt3,P
Mlph,P
Mlst8,M
Mlxipl,P
Mm2pr,M
Mmel1,P
Mmgt1,P
Mmp11,P
Mmp19,P
Mmp21,P
Mmp23,P
Mmp24,M
Mmp25,P
Mmp28,M&P
Mmp2,P
Mmp9,P
Mmrn1,P
Mmrn2,P
Mms22l,P
Mmut,M
Mnat1,M
Mnd1,P
Mndal,M&P
Mns1,P
Mocos,P
Mogat1,P
Morc1,P
Morc2b,M&P
Morc4,P
Morf4l1-ps1,M
Morf4l1b,P
Morf4l2,P
Morn3,P
Morn5,P
Morrbid,P
Mos,P
Mospd1,P
Mospd2,P
Mospd4,P
Mov10l1,P
Moxd1,M
Mpig6b,P
Mpl,P
Mpo,P
Mpp1,P
Mpzl2,P
Mpzl3,P
Mrap2,M
Mrap,P
Mrgprf,P
Mrgprh,P
Mri1,M
Mrln,P
Mrm3,M
Mro,M
Mroh2a,P
Mroh3,M&P
Mroh4,P
Mroh5,P
Mroh6,P
Mroh7,P
